OverallQual,TotalSF,LandContour,GarageCars,Heating,Functional,KitchenQual,Neighborhood,CentralAir,MSZoning,KitchenAbvGr,RoofMatl,Neighborhood,Fireplaces
5,2198,Lvl,1,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1968,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
6,2154,Lvl,1,GasA,Typ,Fa,SWISU,N,RH,1,CompShg,SWISU,0
5,2189,Lvl,2,GasA,Typ,Gd,OldTown,Y,RM,1,CompShg,OldTown,1
6,2292,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,3600,Lvl,0,GasA,Typ,TA,NAmes,N,RL,2,CompShg,NAmes,0
5,2292,Lvl,3,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,1
5,3091,Lvl,2,GasA,Min2,TA,Sawyer,Y,RL,1,CompShg,Sawyer,2
7,2515,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
5,1728,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,3265,Bnk,2,GasA,Typ,TA,ClearCr,Y,RL,1,CompShg,ClearCr,1
6,2383,Lvl,2,GasA,Typ,TA,Veenker,Y,RL,1,CompShg,Veenker,1
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,0
8,2729,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
7,2564,Lvl,1,GasA,Typ,TA,Crawfor,Y,RL,1,CompShg,Crawfor,2
6,2572,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,3542,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,2080,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
6,1966,Low,2,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,2183,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,2460,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,3708,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,1
7,2338,Lvl,1,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,1
5,2078,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
6,2137,Lvl,2,GasA,Typ,TA,SawyerW,Y,RL,1,CompShg,SawyerW,0
5,2296,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
7,2744,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
5,2004,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
8,3284,HLS,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
4,2160,Lvl,2,GasA,Typ,Fa,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,2267,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,2999,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
5,1788,Lvl,1,GasA,Typ,TA,NAmes,N,RL,1,CompShg,NAmes,0
6,2486,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1015,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
5,1868,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,1807,Lvl,1,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
8,3794,Lvl,2,GasA,Typ,Ex,Somerst,Y,FV,1,CompShg,Somerst,1
4,2104,HLS,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
9,3686,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
5,2264,Lvl,2,GasA,Min2,Gd,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,1728,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2180,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
7,2873,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
6,2401,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
4,2544,Bnk,1,GasA,Typ,TA,SWISU,N,RL,1,CompShg,SWISU,0
5,1784,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
9,3407,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,1
5,3338,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,2,CompShg,NAmes,0
5,2209,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
8,4434,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,Tar&Grv,NAmes,1
6,3010,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,1596,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
6,2601,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
6,2127,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,2766,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,1535,Bnk,2,GasA,Typ,TA,SawyerW,Y,RL,2,CompShg,SawyerW,0
6,2576,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
4,1902,Lvl,1,GasA,Typ,TA,IDOTRR,N,RM,1,CompShg,IDOTRR,0
5,2240,Lvl,2,GasA,Typ,TA,SawyerW,Y,RL,2,CompShg,SawyerW,0
9,4694,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,2
5,2148,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
4,1716,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2298,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
7,2292,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,3340,HLS,3,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,1778,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,2119,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
8,3259,Lvl,3,GasA,Typ,Gd,Somerst,Y,RL,1,CompShg,Somerst,1
7,3074,Lvl,1,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,1
5,1766,Low,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
6,2226,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,3379,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,2,CompShg,NAmes,0
5,2536,Lvl,1,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1783,Lvl,1,GasA,Min1,TA,BrkSide,N,RM,1,CompShg,BrkSide,0
5,3003,HLS,3,GasA,Typ,TA,Crawfor,N,RH,2,CompShg,Crawfor,0
6,1836,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
4,1638,Lvl,1,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,0
2,960,Lvl,1,GasA,Typ,TA,IDOTRR,N,C (all),1,CompShg,IDOTRR,0
4,2363,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
7,3231,Lvl,3,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
6,2598,Lvl,2,GasA,Min1,TA,NAmes,Y,RL,1,CompShg,NAmes,1
6,2649,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,0
5,3472,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,2,CompShg,Edwards,0
6,2632,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,3221,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
6,3372,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,2252,Lvl,2,GasA,Typ,Ex,NWAmes,Y,RL,1,CompShg,NWAmes,0
8,3555,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,2810,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
8,3541,Lvl,2,GasA,Typ,Ex,CollgCr,Y,RL,1,CompShg,CollgCr,1
7,3200,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
8,2932,HLS,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,0
5,1850,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
9,3810,Lvl,3,GasA,Typ,Ex,Somerst,Y,RL,1,CompShg,Somerst,1
7,3000,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
7,2654,HLS,2,GasA,Typ,Gd,NAmes,Y,RL,1,Tar&Grv,NAmes,1
4,1347,Lvl,2,GasA,Typ,TA,BrkSide,Y,RL,1,CompShg,BrkSide,0
7,2376,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,0
7,3084,Lvl,2,GasA,Typ,Gd,Somerst,Y,RL,1,CompShg,Somerst,1
7,3353,Lvl,3,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
7,3435,Lvl,1,GasA,Typ,TA,ClearCr,Y,RL,1,CompShg,ClearCr,2
6,3456,Lvl,2,GasA,Typ,TA,Mitchel,Y,RL,2,CompShg,Mitchel,0
7,3052,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
4,2880,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,2,CompShg,Edwards,0
5,3264,Low,2,GasA,Typ,TA,Mitchel,Y,RL,2,CompShg,Mitchel,0
6,2163,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
5,2837,Lvl,2,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
5,2288,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
8,3245,Lvl,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
7,2712,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,2542,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,1728,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
5,1793,Lvl,1,GasA,Typ,TA,SawyerW,Y,RH,1,CompShg,SawyerW,0
5,1536,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2752,Lvl,2,GasA,Min2,TA,Mitchel,Y,RL,1,CompShg,Mitchel,1
6,1925,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,0,Tar&Grv,Edwards,0
6,2937,HLS,2,GasA,Typ,TA,Crawfor,N,RH,2,CompShg,Crawfor,0
6,1790,Lvl,2,GasA,Typ,TA,Blueste,Y,RM,1,CompShg,Blueste,1
5,2114,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
7,2674,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
7,2112,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
5,1716,Lvl,0,GasA,Typ,TA,BrkSide,Y,RL,1,CompShg,BrkSide,0
6,4202,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,2352,Lvl,2,GasA,Typ,Gd,NPkVill,Y,RL,1,CompShg,NPkVill,1
9,3600,Lvl,2,GasA,Typ,Ex,CollgCr,Y,RL,1,CompShg,CollgCr,0
7,2711,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
6,2267,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,2036,HLS,1,GasA,Min2,TA,Crawfor,Y,RL,1,CompShg,Crawfor,2
5,2196,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
3,1568,Lvl,0,Grav,Typ,TA,OldTown,N,RM,1,CompShg,OldTown,0
6,1683,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
4,1912,Lvl,0,GasA,Typ,TA,NAmes,N,RL,1,CompShg,NAmes,0
7,2390,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,0
6,1836,Lvl,1,GasA,Typ,TA,SawyerW,Y,RL,1,CompShg,SawyerW,1
7,2856,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
7,2747,Lvl,2,GasA,Typ,Gd,BrkSide,N,RL,1,CompShg,BrkSide,0
7,2055,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
4,1309,Bnk,0,GasA,Typ,Fa,BrkSide,Y,RL,1,CompShg,BrkSide,0
7,2482,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
4,1788,Bnk,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
5,2242,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
7,1943,Lvl,2,GasA,Typ,Ex,NAmes,Y,RL,1,CompShg,NAmes,0
8,3837,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
7,2532,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
8,3418,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
5,1734,Lvl,2,GasA,Typ,Gd,Mitchel,Y,RL,2,CompShg,Mitchel,0
5,2328,Lvl,1,GasW,Typ,TA,Edwards,N,RL,1,CompShg,Edwards,0
6,2120,Lvl,1,GasA,Typ,Gd,OldTown,Y,RM,1,CompShg,OldTown,0
9,3870,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2878,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,1
7,2346,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
8,3788,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
8,2658,Lvl,2,GasA,Typ,Gd,OldTown,Y,RM,1,CompShg,OldTown,1
6,2673,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,1
6,2250,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
10,3418,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
4,1977,Lvl,1,GasA,Typ,TA,BrkSide,Y,RL,1,CompShg,BrkSide,0
5,2100,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,2884,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
3,2084,Lvl,1,GasA,Typ,TA,IDOTRR,N,RM,1,CompShg,IDOTRR,1
7,2395,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
3,944,Lvl,2,GasW,Min1,Fa,Edwards,N,RL,1,Tar&Grv,Edwards,0
5,1382,Lvl,1,GasA,Typ,Ex,OldTown,Y,RL,1,CompShg,OldTown,0
8,3148,Lvl,3,GasA,Typ,Gd,Somerst,Y,RL,1,CompShg,Somerst,1
5,3360,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,2,CompShg,NWAmes,0
7,2850,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
5,1970,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,3314,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
4,1638,Lvl,1,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,0
7,3420,Lvl,2,GasA,Typ,Gd,Mitchel,Y,RL,1,CompShg,Mitchel,1
5,2016,Lvl,0,GasA,Typ,TA,SWISU,Y,RL,1,CompShg,SWISU,0
5,1991,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,1664,Lvl,0,GasA,Typ,TA,Edwards,N,RL,2,CompShg,Edwards,0
6,2104,Lvl,1,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,2
5,2044,Lvl,1,GasW,Maj2,TA,OldTown,N,RM,1,CompShg,OldTown,0
6,2164,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
8,2475,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,0
7,3008,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
8,2580,Lvl,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
7,1856,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,2868,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
4,2264,Lvl,2,GasA,Typ,Gd,Edwards,Y,RL,1,CompShg,Edwards,0
7,2419,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2160,Lvl,1,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
7,2850,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
8,4463,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,WdShake,Timber,1
5,1764,Lvl,2,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2532,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,2
8,3284,HLS,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
5,2144,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
6,1890,Lvl,1,GasA,Typ,TA,BrDale,Y,RM,1,CompShg,BrDale,0
5,2614,Lvl,0,GasA,Typ,TA,SWISU,Y,RH,2,CompShg,SWISU,0
7,3509,Lvl,2,GasA,Typ,TA,SWISU,Y,RL,1,CompShg,SWISU,2
8,3858,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
7,3308,Lvl,3,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1874,Bnk,1,GasA,Typ,Fa,Crawfor,Y,RL,1,CompShg,Crawfor,1
4,845,Lvl,1,GasA,Typ,TA,Edwards,N,RL,1,CompShg,Edwards,0
9,3240,HLS,3,GasA,Typ,Ex,Timber,Y,RL,1,CompShg,Timber,1
8,3318,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
4,1890,Lvl,0,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,1
4,1260,Lvl,1,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,0
5,2937,Lvl,2,GasA,Maj1,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
6,2432,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,0
6,2612,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,3804,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
8,5048,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,WdShngl,NWAmes,1
3,1733,Lvl,2,GasA,Min2,TA,Edwards,Y,RL,1,CompShg,Edwards,1
9,4860,Lvl,3,GasA,Typ,Ex,StoneBr,Y,RL,1,CompShg,StoneBr,1
5,1980,Lvl,2,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1771,Lvl,2,GasA,Min1,TA,Mitchel,Y,RL,1,CompShg,Mitchel,1
4,930,Low,1,GasA,Typ,Gd,Edwards,Y,RL,1,CompShg,Edwards,0
7,2604,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,0
7,2632,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,2793,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,2742,Lvl,1,GasA,Min2,TA,Edwards,Y,RL,1,CompShg,Edwards,1
8,3054,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,2716,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
7,2728,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,2823,Lvl,2,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
9,3288,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2845,HLS,2,GasA,Typ,TA,Crawfor,Y,RL,1,CompShg,Crawfor,1
8,2676,Lvl,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,0
3,1788,Low,3,GasA,Typ,TA,IDOTRR,Y,C (all),1,CompShg,IDOTRR,0
5,2999,Lvl,2,GasA,Min2,TA,OldTown,N,RM,2,CompShg,OldTown,0
6,2206,Lvl,2,GasA,Typ,Gd,OldTown,Y,RM,1,CompShg,OldTown,1
5,2308,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
7,3566,Lvl,2,GasA,Typ,Gd,ClearCr,Y,RL,1,CompShg,ClearCr,0
6,2370,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,2391,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,3463,Lvl,2,GasA,Maj1,TA,MeadowV,Y,RM,1,CompShg,MeadowV,1
5,1738,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
5,2096,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,2283,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,0
5,2266,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,1
6,2116,Bnk,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
7,2480,Lvl,3,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
7,2540,Lvl,1,GasA,Typ,TA,Crawfor,Y,RL,1,CompShg,Crawfor,2
5,2262,Lvl,2,GasA,Min1,Gd,OldTown,Y,RL,1,CompShg,OldTown,1
5,2192,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,1
5,1980,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,2516,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,0
5,2080,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
7,2918,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,2502,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,2
6,2189,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,1932,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,0
4,1638,Lvl,1,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,0
8,3035,Lvl,3,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,1
7,2679,Lvl,2,GasA,Maj1,Gd,Edwards,Y,RM,1,CompShg,Edwards,0
8,2494,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,1
3,1040,Lvl,2,Wall,Typ,TA,NAmes,N,RL,2,CompShg,NAmes,0
7,1852,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
6,2875,Bnk,2,GasA,Typ,TA,SWISU,Y,RL,1,CompShg,SWISU,1
5,2064,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
5,1872,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,2628,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,2039,Lvl,0,GasA,Typ,Gd,IDOTRR,Y,RM,1,CompShg,IDOTRR,0
8,2162,Lvl,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,0
4,1996,Lvl,1,GasA,Typ,TA,BrkSide,Y,RM,1,CompShg,BrkSide,0
7,2872,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
2,728,Bnk,1,GasA,Typ,Fa,SWISU,N,RL,1,CompShg,SWISU,0
5,1900,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2144,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,1849,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,1932,Lvl,2,GasA,Typ,TA,BrDale,Y,RM,1,CompShg,BrDale,0
8,4085,Lvl,2,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,2
7,2352,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
7,2889,HLS,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,2614,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
8,3672,Lvl,3,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2431,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,2767,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,1632,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2016,Lvl,1,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
5,1666,Lvl,1,GasA,Typ,Gd,OldTown,Y,RL,1,CompShg,OldTown,0
8,3468,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
8,1827,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,1788,Lvl,2,GasA,Typ,Gd,Sawyer,Y,RL,1,CompShg,Sawyer,0
